QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,Kyle Pitts Sr.,Los Angeles Chargers,196,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-40845,123617-86080,123617-12548",3,2.8773112406588597,117.6,60000,124.3433784889588,121.51307758879332,91.3676653389709,160.68795196340133,27.75973560425715,0.1019570553738063,69.32028662443044
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,4,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",1,0.0,120.1,60000,126.11983139707358,122.57344231996598,93.76435415508872,162.87933078187356,27.824247673678325,0.127456782253361,69.11497662678484
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Tetairoa McMillan,Tre Tucker,Hunter Henry,RJ Harvey,Tennessee Titans,125,"123617-138820,123617-55050,123617-45889,123617-102965,123617-167620,123617-110484,123617-103619,123617-40845,123617-12534",3,1.6958398448183658,117.89999999999998,60000,124.123090575352,120.2657763374163,91.5991151856266,160.71097616322362,27.872332559673904,0.138392229271709,69.11186097759702
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,113,"123617-62239,123617-138820,123617-55050,123617-90573,123617-86518,123617-110484,123617-103619,123617-86080,123617-12534",3,2.547721682791299,118.1,60000,123.7393311464264,120.62128210751136,91.28325878208824,160.37728611550637,27.90064214169824,0.1117554579238538,69.09402733341813
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.7,60000,126.41877262190818,122.65020061376708,94.56718290152054,163.59491487972568,28.061956663767585,0.1342946984522612,69.02773197820514
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,1,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,120.5,60000,126.33834096298092,123.4063217396183,93.4847165160542,162.49749262921162,28.10852578185308,0.1043106723603247,69.01277611315741
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,87,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12546",2,0.97,118.89999999999998,59900,124.51023048802692,121.50976992085948,92.16302444521656,161.13267510084012,27.53710692985107,0.1089606317326988,68.96965065562355
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,19,"123617-138820,123617-6654,123617-152647,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.5,59900,125.7615122731478,122.53966004596008,93.40888623022452,162.37300267877544,27.458817834084492,0.1173339743413295,68.96411644855091
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,61,"123617-138820,123617-152316,123617-152647,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",2,0.71,119.1,60000,125.81674870449528,122.54304405354848,93.0911103124235,162.04692108141862,27.82815783096909,0.117640005882948,68.95581076899512
Drake Maye,De'Von Achane,TreVeyon Henderson,Davante Adams,Tetairoa McMillan,Tre Tucker,Hunter Henry,RJ Harvey,Tennessee Titans,child_860587,"123617-138820,123617-152647,123617-110484,123617-12534,123617-45889,123617-167620,123617-103619,123617-40845,123617-152316",3,1.6958398448183658,117.89999999999998,60000,122.3366312027626,118.81472621631318,90.45923615378004,159.40431122663205,27.63646403523992,0.12743688852374754,68.945075072852
Josh Allen,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Miami Dolphins,child_650349,"123617-138820,123617-55050,123617-107293,123617-12539,123617-167620,123617-103539,123617-151903,123617-86080,123617-62239",1,0.0,120.1,59600,122.49470925710249,119.18444087550048,90.05168477751488,158.99297335563722,28.388237890946424,0.11660703965911569,68.94128857812234
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,41,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",2,0.51,119.29999999999998,60000,125.71428450273928,122.22867337898114,93.08060757712512,161.99257771455777,28.11635667556018,0.1239709384817969,68.91197013743265
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,mutated_206374,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-103539,123617-103619,123617-86080,123617-152316",1,0.0,120.59999999999998,59000,123.11218567909413,119.76101519382017,90.76756097835778,159.60963701684557,27.91294689426485,0.1200579250183901,68.84207603848779
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,70,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",2,0.8,119.0,59900,125.03019224262935,122.10003367525718,93.09188678725396,161.9328075798758,27.378777656434117,0.1070229870793218,68.84092079262184
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Wan'Dale Robinson,Kyle Pitts Sr.,Kenneth Gainwell,Tennessee Titans,mutated_598567,"123617-138820,123617-55050,123617-90912,123617-12534,123617-90573,123617-86518,123617-103539,123617-86080,123617-152316",2,0.3,119.5,59600,120.76772676238217,117.3068973178903,88.87792369576394,157.68399542356445,27.684735830075773,0.12500857749677838,68.80607172780051
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,69,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-86518,123617-151903,123617-86080,123617-12534",2,0.79,119.0,60000,123.90589223013473,120.5855991124476,91.38389996833232,160.15081091797578,27.95053534781488,0.1187917539456606,68.76691094964346
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,29,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12539",2,0.39,119.4,59900,125.76486671305746,122.6120383805169,93.16987296826166,161.8913835242001,27.677715041991448,0.1139121610204171,68.72151055593845
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Tyler Warren,RJ Harvey,Tennessee Titans,108,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-137530,123617-86518,123617-110484,123617-12534",3,2.8008914810967,118.2,60000,124.017416365602,120.7751861920627,91.63803885076476,160.35330648590278,27.364916843680383,0.1184812726477571,68.71526763513802
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,child_779730,"123617-138820,123617-152647,123617-110484,123617-12542,123617-90573,123617-167620,123617-103539,123617-86080,123617-152316",2,0.51,119.29999999999998,59700,123.95099840774014,120.01358467493223,92.18330416946334,160.83268560505047,28.13764817826128,0.1399340025812782,68.64938143558713
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_883677,"123617-138820,123617-55050,123617-110484,123617-12548,123617-90573,123617-86518,123617-86312,123617-86080,123617-151966",3,2.8773112406588597,117.6,59800,125.55286600417939,121.8231894476728,93.53342591226388,162.1633120531793,28.42608992965141,0.13120610557895068,68.62988614091543
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,39,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",2,0.49,119.29999999999998,60000,124.7140294323418,120.76568777965812,92.74079963409264,161.36880485692168,27.85685235112686,0.1417368194696255,68.62800522282905
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,Tyjae Spears,Los Angeles Chargers,118,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-40845,123617-107293,123617-12548",3,1.8106551900138323,118.0,59900,123.77669779742584,120.32398403623776,91.40846642254309,159.97477634217253,27.708585370908153,0.1246080850021731,68.56630991962945
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,13,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-86518,123617-151903,123617-86080,123617-12534",1,0.0,119.7,60000,124.85398375627292,121.48171466914098,92.72409366249816,161.27106197948288,27.833481392412327,0.1211587238975875,68.54696831698472
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,New York Giants,109,"123617-138820,123617-55050,123617-152316,123617-167620,123617-57403,123617-110484,123617-151903,123617-40845,123617-12543",3,2.8117740914609253,118.19999999999996,60000,124.04116223990162,120.302894214635,92.38089376201822,160.910285345403,28.074979640300196,0.1331530093044321,68.52939158338478
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_270993,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-167620,123617-151903,123617-86080,123617-6654",1,0.0,120.59999999999998,59700,124.91563534139377,121.42636037523226,93.13517898637481,161.61682569920504,27.67609760646549,0.12607539602499318,68.48164671283023
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,Tyjae Spears,Los Angeles Chargers,86,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-151903,123617-40845,123617-107293,123617-12548",2,0.96,118.9,59900,123.88513585365922,120.20869490874256,92.1584889047762,160.60668056845378,27.51351020050238,0.1336231152668233,68.44819166367758
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,Tyjae Spears,Miami Dolphins,child_126542,"123617-138820,123617-55050,123617-107293,123617-12539,123617-90573,123617-167620,123617-103539,123617-86080,123617-152316",1,0.0,120.1,59300,122.64794909450649,118.77350659867298,90.90234299056232,159.27814506779112,27.549537297751733,0.14063548341879745,68.3758020772288
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Arizona Cardinals,26,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12546",2,0.36,119.39999999999998,59900,124.44362050228185,120.63246517418776,92.90960661658016,161.2830896562606,27.722014089997167,0.1374775770519949,68.37348303968042
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Los Angeles Chargers,46,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-151903,123617-86080,123617-107293,123617-12548",2,0.56,119.1,59900,123.84098793050109,120.57956507610292,91.18951280903276,159.5509307960718,27.78127716689192,0.1173964333894968,68.36141798703905
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_534504,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-103539,123617-151903,123617-86080,123617-152316",2,0.6799999999999999,119.09999999999998,59600,125.29320514428802,121.81736210807574,93.07709161511772,161.37685443869577,28.532612868208233,0.12182000478775484,68.29976282357805
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,child_828166,"123617-138820,123617-55050,123617-152647,123617-12534,123617-90573,123617-103539,123617-86312,123617-86080,123617-102965",3,2.8773112406588597,117.6,59700,124.49907265047065,120.44179481139211,92.64157852423702,160.9320812386736,27.83960553925528,0.14573761949886704,68.29050271443657
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,10,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.79999999999998,60000,126.49472279141838,123.31905835286884,94.32643134999554,162.61520217729594,27.64102266715414,0.1148895421414053,68.2887708273004
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,5,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12537",1,0.0,120.0,59900,124.31612737684824,120.61647503858734,92.83334258765122,161.04689262357212,27.44056885934695,0.1348241852136638,68.2135500359209
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,15,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,119.59999999999998,59900,125.13967809715108,121.58081434388843,93.44479725729984,161.6525162511722,27.05085560852994,0.1315619662743838,68.20771899387235
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Brenton Strange,RJ Harvey,New York Giants,91,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-103587,123617-12543",2,1.01,118.9,60000,124.47561456291083,120.60040742506216,92.8465775795592,160.97086547932582,28.03106076234746,0.1382468958525473,68.12428789976663
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_692612,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-167620,123617-103539,123617-86080,123617-102965",2,0.3,119.5,59300,125.62241390608966,122.55349196960518,93.07820846480715,161.2003534419716,28.171411383297162,0.10893745772013576,68.12214497716445
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_108198,"123617-138820,123617-152647,123617-110484,123617-12548,123617-90573,123617-86518,123617-86312,123617-86080,123617-152316",3,2.424265384939839,118.2,59700,123.3139755223713,119.82825874782083,91.25373038169329,159.37049147632092,27.654245740126253,0.12604635133811298,68.11676109462763
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,81,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-103539,123617-151903,123617-86080,123617-12534",2,0.91,118.9,59900,123.58459507863518,120.29603253533524,91.60410266844066,159.64172744896123,27.544683435587817,0.1193901012146363,68.03762478052057
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,36,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",2,0.46,119.29999999999998,60000,124.18735883065172,121.38612558121096,91.58828453471637,159.5989865125252,27.63414674240198,0.1013685450668372,68.01070197780882
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Courtland Sutton,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,72,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-57403,123617-110484,123617-86080,123617-12546",2,0.8200000000000001,119.0,60000,123.93351936161436,120.1931199971326,92.54604887755949,160.51517935294575,27.349265452885646,0.1367641617624179,67.96913047538627
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Cleveland Browns,43,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",2,0.53,119.2,60000,124.77207501814962,121.682216552987,92.73878399452607,160.707700440709,27.618011457156417,0.1118783830601228,67.96891644618293
Josh Allen,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_360144,"123617-138820,123617-55050,123617-110484,123617-12534,123617-103539,123617-151903,123617-86312,123617-86080,123617-62239",3,2.547721682791299,118.1,59500,122.69057193448702,119.42339943806067,90.80559051820211,158.77167046852762,27.8228973840493,0.11742747174488755,67.96607995032551
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,6,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,119.89999999999998,59900,124.79129877513108,121.64716810115956,93.0003376043168,160.92343548770594,27.177279900463123,0.1156896748124501,67.92309788338915
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,9,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",1,0.0,119.89999999999998,60000,125.03293867273705,121.32474665532096,93.27956102141935,161.19229048774403,27.891369033088353,0.1329512371019487,67.91272946632468
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",2,0.65,119.09999999999998,60000,124.17551740207884,120.76316312704598,92.28689858560622,160.17402941987766,27.411446801820745,0.1244864709149973,67.88713083427143
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Tennessee Titans,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12534",2,0.4399999999999999,119.29999999999998,59900,124.18590922581186,121.035215872877,92.1485069494196,159.96200829761392,27.135153798052933,0.1161111293631562,67.81350134819432
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,58,"123617-138820,123617-55050,123617-6654,123617-152647,123617-90573,123617-151903,123617-103619,123617-86080,123617-12534",2,0.6799999999999999,119.09999999999998,59900,123.98661890798192,120.53367045857937,92.15527302840462,159.88324760890268,27.663336291527276,0.1248203908962397,67.72797458049806
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,80,"123617-138820,123617-55050,123617-102965,123617-90573,123617-25079,123617-110484,123617-151903,123617-86080,123617-12539",2,0.9000000000000001,119.0,59900,124.05135047836283,121.0197315420307,92.46407826722276,160.19072875958673,26.715228860144684,0.113479055418271,67.72665049236397
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,32,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",2,0.42,119.29999999999998,60000,125.73038477404825,122.55102169666458,94.04025061851692,161.76154651886364,27.25211550237241,0.1166648173462672,67.72129590034672
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,65,"123617-138820,123617-55050,123617-90573,123617-129471,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",2,0.75,119.09999999999998,59900,125.50140535118086,122.18957941672906,93.69786735824142,161.4118406584643,27.293267685157687,0.1213422288842608,67.71397330022289
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,child_261773,"123617-138820,123617-55050,123617-110484,123617-12542,123617-90573,123617-151903,123617-86312,123617-86080,123617-152316",2,0.32,119.5,59400,123.72121009656051,119.96921862523465,91.88583446491057,159.5922118451577,28.43535182387773,0.13194812902491482,67.70637738024712
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,125.951909547169,122.5681043826156,93.679370168158,161.35026681255428,27.782467803427753,0.121796421703615,67.67089664439628
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,17,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12539",1,0.0,119.59999999999998,60000,124.57731579377663,121.35378488682088,93.10605484463878,160.77492767372763,27.80730789783033,0.1159238757955161,67.66887282908885
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_220528,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-86518,123617-103619,123617-86080,123617-152316",3,2.257279751797859,117.6,58900,122.05457621290815,118.42359985527335,90.00184719998768,157.6549234658942,28.058294838207374,0.12940830433823947,67.65307626590652
