QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,mean,median,p10,p90,std,skewness,fitness
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.28359008472196,136.37489068853824,111.98469809108869,162.5290204682201,21.076380232115262,0.04311458543526771,136.37489068853824
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.6494947702742,136.35451359373278,113.30361364780046,166.43623440689967,21.529426261100923,0.1065974145668697,136.35451359373278
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.4043320698495,136.2807823820313,113.9255166522049,166.3083533743198,21.874094237276775,0.09708057690449795,136.2807823820313
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.1084238643734,136.26977002388617,112.45808877988598,165.7638717892333,21.460469615291377,0.08567630967297803,136.26977002388617
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.5197469790841,136.14847673575173,112.27969459182196,166.4125664456012,22.41844143915698,0.10577319791689901,136.14847673575173
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.08371276776688,136.11664631096585,111.48131962894303,167.81334316459615,22.018294993398268,0.08933781918131352,136.11664631096585
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.46043584357906,136.11177490849894,113.10754814047347,164.35468401019736,20.56450991624002,0.06558196332289283,136.11177490849894
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.283150580374,136.10987863850983,112.65313773889815,164.20178909883168,20.71316896163827,0.0566437682248013,136.10987863850983
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.78082530776916,136.09742344802845,112.61717984300033,165.06101093651378,21.489646952567533,0.07833548235838204,136.09742344802845
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.44760256868253,136.0529918988305,112.18847251543377,165.39291049323353,20.927370289476077,0.06664051194971916,136.0529918988305
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.03345426080597,135.96194562534467,113.65742429239961,163.94227899108472,20.796962480090073,0.0996063072885982,135.96194562534467
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.26409649843066,135.93287520829244,111.73365658232008,163.9499908272289,20.690483734973167,0.06433978572903304,135.93287520829244
drake maye,devon achane,christian mccaffrey,michael wilson,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.48620392010005,135.89416468447004,112.6814035210246,163.4004536706071,20.703391724679697,0.07689750823446982,135.89416468447004
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.02080473099033,135.8141657832423,112.84745542206603,165.7892945774446,21.26743984478671,0.10375667987554979,135.8141657832423
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,138.11931465323227,135.67956983734433,112.63247950896049,166.65984971908068,21.77559496738005,0.11204032861295794,135.67956983734433
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.3978475065232,135.61512546911663,111.96241836087529,165.2872684922534,21.626597602446676,0.08243192342030137,135.61512546911663
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.36638663474108,135.49326849570588,112.72071839271612,167.00099936567867,22.95662836967184,0.12515418609254028,135.49326849570588
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.52714923173656,135.46329589381116,113.10197218709365,163.85628766603946,20.660824105320007,0.09989211114739453,135.46329589381116
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.10630833292637,135.44044846939613,110.66519821373171,165.41609860947378,21.73537621678982,0.07664278947439729,135.44044846939613
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,136.48833358080222,135.4303345491437,110.97345894937028,162.26184549183998,20.48779384405453,0.05164045673788044,135.4303345491437
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.1047403624082,135.40903730561638,111.59941618565334,164.62581079303348,20.827317881377784,0.0814172552822072,135.40903730561638
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,138.37926360306116,135.3813839076174,112.05284674638503,167.12260276475178,22.38778578238121,0.13390693142164373,135.3813839076174
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.351236611888,135.14875216841148,112.9586066064637,164.6125512220405,21.28757334850566,0.10346338717987932,135.14875216841148
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.76231301696401,135.11822342368072,113.19113643570745,166.78855713207656,21.73638582461357,0.12164347903179087,135.11822342368072
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.57314454346331,135.04356582184855,113.622832635846,164.80142431655165,20.91818416777583,0.12092726124438417,135.04356582184855
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.36888912524958,135.02530846368043,111.7046813041809,166.84054087439887,21.95865929022775,0.10672694678641476,135.02530846368043
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.25283178311034,134.9300853874275,112.60157300672911,164.49682407822596,20.955247051633574,0.11084318834130648,134.9300853874275
drake maye,devon achane,christian mccaffrey,troy franklin,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,135.8513144308352,134.8324055773121,112.22668661365148,160.38103082090225,19.949384670508856,0.05107470081667993,134.8324055773121
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.01434622906953,134.80575567669908,111.33602078706114,164.21471753992913,21.68791022572492,0.1018351021091351,134.80575567669908
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,136.48805611032557,134.79074797476488,111.52499439886923,162.6990256657915,20.70155625441653,0.08198939802888397,134.79074797476488
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,137.81732592265416,134.7836626728565,112.68990236667183,164.2135054573368,20.996594080430018,0.14448358806084632,134.7836626728565
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,parker washington,hunter henry,treveyon henderson,dolphins,136.10416644658937,134.77635255080287,111.7325688780119,162.175878683614,20.159289817929313,0.06586610479728167,134.77635255080287
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,136.66881568877997,134.75927937764965,111.69205103329135,162.6122133063861,21.402194039120083,0.08922152129075978,134.75927937764965
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.59937424607367,134.7586044835122,111.77131812661264,163.73609266960437,20.774460800950603,0.0886073424575837,134.7586044835122
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,137.05076305490925,134.70210415359557,112.68201486717857,164.95255001021826,20.929867604237177,0.11221565973203795,134.70210415359557
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.9528854928942,134.68720895422354,112.00952604986011,164.0871287034349,21.28749084954919,0.10643229653900971,134.68720895422354
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.94645856883278,134.4264110104038,113.35336761733646,163.67226832131254,21.168738636192682,0.11904571177993578,134.4264110104038
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.36619925346744,134.33994291394413,112.41993226794526,162.99404935597968,20.773613649121884,0.09753990681390022,134.33994291394413
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.87564335242757,134.32061339996187,112.49836733764603,165.30600620619475,20.553162248973976,0.12431322837405473,134.32061339996187
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.7380376598349,134.198191361029,111.7246129537991,162.86196249601673,20.667045295572684,0.12289353714969603,134.198191361029
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.72763691000068,134.15405470912248,111.83295841779065,163.2161540183055,21.055375506665868,0.12222922360436853,134.15405470912248
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.68164049421085,134.10578931991876,112.48295725479488,164.52295829898497,20.84154275265263,0.12359215461457397,134.10578931991876
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.19664156268837,134.05192318386656,112.01059114389655,162.59232857977943,20.508493026662507,0.1045770830666846,134.05192318386656
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.3108624931611,133.89774837982173,113.2449536793288,164.06093520620303,20.8548084957474,0.1157102024615297,133.89774837982173
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.8650898951153,133.7933966176757,112.37415211349649,164.25632667562988,20.85565960793943,0.14728343937250646,133.7933966176757
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,darnell mooney,hunter henry,treveyon henderson,dolphins,136.12865881205292,133.65942827076722,112.10824913746589,163.12824241821212,20.7337762566795,0.11909217649101525,133.65942827076722
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,john metchie,hunter henry,treveyon henderson,giants,135.48312426860275,133.64559631427093,111.20537268492028,162.79024951028697,20.479094848393515,0.08972701029684248,133.64559631427093
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,136.9682208575443,133.5535366282336,112.29792289412835,164.55509041909843,21.77191524452958,0.1568389455387347,133.5535366282336
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,giants,136.12352874795675,133.54629976588268,111.59463978169983,162.5197735573582,21.751008454546945,0.11848779275957284,133.54629976588268
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,135.71447704345925,133.52152356724224,110.67154615476365,163.56814216353942,20.826889443799857,0.1052943351014836,133.52152356724224
drake maye,devon achane,christian mccaffrey,brian thomas,wandale robinson,michael pittman,hunter henry,treveyon henderson,steelers,135.47348116760378,132.8547252261339,112.1322846515657,163.0194427207462,20.484856430970922,0.12783862802721943,132.8547252261339
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,treveyon henderson,dolphins,136.1006860034993,132.52127616117883,111.53039136610238,165.1222113498142,21.708104908425923,0.1648881769007454,132.52127616117883
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,breece hall,dolphins,133.13212996955912,131.9764414537067,109.81312573307717,158.27132856260306,19.53161625115521,0.059170142449632146,131.9764414537067
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,breece hall,dolphins,133.96567001879626,131.8103533538822,110.16769185930443,160.58510366350245,20.59010843480923,0.10467728578205698,131.8103533538822
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,hunter henry,jaylen warren,dolphins,133.0264412957026,130.7532044676645,109.54516907814495,159.5031621645332,19.81139810213928,0.11474388714608884,130.7532044676645
matthew stafford,devon achane,christian mccaffrey,marvin harrison,chris godwin,michael pittman,hunter henry,treveyon henderson,giants,130.50216959889724,127.54231759491951,104.41527385535304,160.94587568781455,22.580112875471034,0.13108225013317104,127.54231759491951
drake maye,devon achane,christian mccaffrey,marvin harrison,wandale robinson,michael pittman,dalton kincaid,treveyon henderson,giants,127.62721405040904,125.71109581972416,103.314297915267,153.55052922476014,20.48309485056829,0.09354632415968682,125.71109581972416
