QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,child_442736,"123617-12548,123617-151966,123617-40845,123617-138820,123617-55050,123617-110484,123617-167620,123617-103539,123617-86312",1,0.0,119.29999999999998,60000,125.99704833848956,122.84657668523992,93.96568041590808,162.25231581802367,27.460088663897103,0.1147291143816185,162.25231581802367,121.86,121.86,9,0,0,-4.1370483384895635,-0.9865766852399247,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,9,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",1,0.0,119.9,60000,125.34756990980225,121.9644052531203,93.32698237564392,162.24030407808073,27.566177180226724,0.1227288294115983,162.24030407808073,125.92,125.92,9,0,0,0.5724300901977557,3.9555947468796973,True,False,False
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,10,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",1,0.0,119.1,59900,126.49344019413346,123.5825204684061,95.13357788640536,162.21970593211856,27.417751301178985,0.106169163683463,162.21970593211856,115.54000000000002,115.54000000000002,9,0,0,-10.953440194133435,-8.042520468406082,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,New York Jets,11,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12544",1,0.0,118.89999999999998,60000,125.07136043117812,121.83453257578536,92.2093619543899,162.12680715823592,28.753277549840075,0.1125724832510712,162.12680715823592,110.64,110.64,9,0,0,-14.43136043117812,-11.19453257578536,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_442147,"123617-12548,123617-129471,123617-86080,123617-138820,123617-55050,123617-110484,123617-90573,123617-103539,123617-86518",1,0.0,119.79999999999998,59700,124.878158947168,120.7618714685411,92.58062481396628,162.05769861043885,27.96762003203314,0.1471804706268261,162.05769861043885,100.64,100.64,9,0,0,-24.238158947168003,-20.1218714685411,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,12,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",1,0.0,119.09999999999998,60000,125.15701195608672,121.00380209894024,94.2784931565098,161.88112927136368,27.163172560231377,0.1528985558640914,161.88112927136368,106.32,106.32,9,0,0,-18.837011956086727,-14.683802098940248,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brenton Strange,Tyjae Spears,Seattle Seahawks,13,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-103587,123617-12550,123617-107293",2,0.6402985074626866,117.7,60000,123.74664551048204,120.58243982176845,90.59821905732018,161.81720751697105,28.0813297677438,0.1126800516529744,161.81720751697105,121.17999999999999,121.17999999999999,9,0,0,-2.566645510482047,0.5975601782315465,True,False,False
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",1,0.0,118.5,60000,125.77005623280996,122.68928114608532,94.14501770054116,161.8028190373855,26.89842961946431,0.1145336411942548,161.8028190373855,129.04000000000002,129.04000000000002,9,0,0,3.269943767190057,6.3507188539146995,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,New York Giants,15,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12543",1,0.0,119.9,60000,125.03120678807412,121.72616494763756,93.65736921212913,161.78022988557132,27.31492577971003,0.1209976504088324,161.78022988557132,108.02000000000001,108.02000000000001,9,0,0,-17.011206788074105,-13.706164947637546,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Quentin Johnston,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,16,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-120639,123617-103619,123617-86080,123617-12550",3,2.5786342770311075,116.99999999999996,60000,123.9190249102872,120.1994074560471,91.27911498337951,161.76403063200829,28.34195878666107,0.1312406627304356,161.76403063200829,139.88,139.88,9,0,0,15.96097508971279,19.680592543952898,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_686197,"123617-12548,123617-102965,123617-86080,123617-138820,123617-55050,123617-110484,123617-90573,123617-103539,123617-86312",1,0.0,119.6,59800,125.9294476171358,122.69962780357127,94.46639825647304,161.7410508361815,27.569619781216776,0.117151409384506,161.7410508361815,125.84,125.84,9,0,0,-0.08944761713580363,3.1403721964287286,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,17,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,120.39999999999998,60000,125.1039627657617,121.8157301411802,92.46069116900858,161.7352814335036,28.26358456448524,0.1163416698642439,161.7352814335036,102.82,102.82,9,0,0,-22.2839627657617,-18.995730141180204,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,18,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12539",1,0.0,119.2,59900,125.24167522573124,121.28361971882674,93.09228689208994,161.7091401535069,28.121292231905695,0.1407494177103921,161.7091401535069,119.61999999999999,119.61999999999999,9,0,0,-5.621675225731252,-1.6636197188267516,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,19,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",1,0.0,119.89999999999998,60000,126.31331932879507,122.6534452440743,94.59185114408918,161.44992521004917,27.51044007975247,0.1330358247309324,161.44992521004917,102.92,102.92,9,0,0,-23.393319328795073,-19.733445244074304,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,20,"123617-138820,123617-55050,123617-6654,123617-90573,123617-25079,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,129.89999999999998,60000,124.59154060834224,120.75897690890996,92.76729670681468,161.42533354911978,27.604122451259208,0.1388402658407075,161.42533354911978,102.32000000000001,102.32000000000001,9,0,0,-22.271540608342235,-18.43897690890995,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,21,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",1,0.0,120.1,60000,125.66881575476752,122.32835069985008,94.1321219680681,161.40989548375626,27.40874407873031,0.1218758891440662,161.40989548375626,123.84000000000002,123.84000000000002,9,0,0,-1.8288157547675041,1.5116493001499407,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New York Jets,child_500174,"123617-12544,123617-102965,123617-86080,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-151903",1,0.0,119.6,59700,124.21109916695406,120.60803842109004,91.7673446087893,161.2991003678591,27.97604406465648,0.1287909304666823,161.2991003678591,113.04,113.04,9,0,0,-11.17109916695405,-7.568038421090037,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,child_152577,"123617-12548,123617-102965,123617-40845,123617-138820,123617-55050,123617-110484,123617-103539,123617-86518,123617-151903",1,0.0,119.2,59800,125.4129267798686,122.29773181583894,92.84987255105015,161.29614001515085,27.52654047831794,0.1131705949929823,161.29614001515085,106.24,106.24,9,0,0,-19.172926779868604,-16.05773181583895,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,TreVeyon Henderson,Miami Dolphins,22,"123617-138820,123617-55050,123617-152647,123617-151966,123617-103539,123617-151903,123617-86312,123617-40845,123617-12539",3,2.941573992402668,117.3,60000,125.15183457498028,121.88766434358968,92.75609620127804,161.2714526439148,27.854133428124744,0.1171880015514936,161.2714526439148,107.55999999999999,107.55999999999999,9,0,0,-17.591834574980297,-14.327664343589689,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,23,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12539",1,0.0,128.39999999999998,59900,125.03167814516956,121.431781884866,92.64339419301056,161.24902755818812,27.893749893306524,0.1290574510086713,161.24902755818812,128.88,128.88,9,0,0,3.8483218548304308,7.448218115133997,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,24,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,120.5,60000,125.87129087727148,122.76838717614828,94.10232362776826,161.24257554857877,27.404718883451302,0.1132251607586066,161.24257554857877,109.32,109.32,9,0,0,-16.551290877271484,-13.448387176148287,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Denver Broncos,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12531",1,0.0,119.0,59900,124.29724784836884,121.640523938307,91.5214719598614,161.12120146616803,27.279316529284745,0.0973896800973659,161.12120146616803,118.04,118.04,9,0,0,-6.257247848368834,-3.600523938306992,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,26,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-86518,123617-110484,123617-86080,123617-12537",1,0.0,119.6,60000,124.38384674641188,121.135714360148,92.46525470373648,161.1184909988725,27.902421721913765,0.1164104112050209,161.1184909988725,104.12,104.12,9,0,0,-20.263846746411872,-17.015714360147996,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,27,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,118.89999999999998,59900,124.34981559858258,120.62064107089527,92.93081530298052,161.0910553287481,26.827837754556647,0.1390039168197188,161.0910553287481,114.22,114.22,9,0,0,-10.129815598582582,-6.400641070895276,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,28,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,137.79999999999995,60000,125.83403101141556,122.77629414388755,94.6214342078684,161.090062378638,26.821593482758676,0.1140028041023575,161.090062378638,120.52,120.52,9,0,0,-5.314031011415565,-2.2562941438875583,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,29,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12537",1,0.0,119.29999999999998,60000,123.50835463071236,119.58143761527126,91.47072317274808,161.0777605238729,27.765343023810576,0.1414323248977513,161.0777605238729,116.97999999999999,116.97999999999999,9,0,0,-6.528354630712371,-2.6014376152712657,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Courtland Sutton,Wan'Dale Robinson,Troy Franklin,Dalton Schultz,RJ Harvey,Los Angeles Chargers,30,"123617-138820,123617-55050,123617-102965,123617-57403,123617-103539,123617-110484,123617-151903,123617-55042,123617-12548",2,0.8432835820895521,117.6,59900,123.94449988165772,120.40299149124588,92.94817640681188,161.0452838978514,27.63645580836776,0.1281462577896675,161.0452838978514,119.64,119.64,9,0,0,-4.304499881657719,-0.7629914912458844,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,31,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.09999999999998,59900,125.49313110322458,122.13886506977938,93.47674542130682,161.02253002201087,27.881156659120386,0.120305842202137,161.02253002201087,123.47999999999999,123.47999999999999,9,0,0,-2.0131311032245947,1.3411349302206048,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,child_696617,"123617-12534,123617-152316,123617-86080,123617-138820,123617-55050,123617-152647,123617-103539,123617-151903,123617-86312",3,2.941573992402668,117.3,59800,124.56112956612186,121.5519242671746,92.0583949108223,161.02244828044974,28.49058728761126,0.1056210343637169,161.02244828044974,108.87999999999998,108.87999999999998,9,0,0,-15.681129566121882,-12.671924267174617,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,New Orleans Saints,32,"123617-138820,123617-55050,123617-152647,123617-89951,123617-167620,123617-86518,123617-151903,123617-86080,123617-12542",2,0.9805970149253732,117.5,60000,123.77778696901984,119.8559890829768,92.03224584647856,160.99936892707822,27.466009011095338,0.1427873224849946,160.99936892707822,103.16,103.16,9,0,0,-20.617786969019846,-16.69598908297681,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Dalton Schultz,RJ Harvey,Los Angeles Chargers,child_824329,"123617-12548,123617-102965,123617-55042,123617-138820,123617-55050,123617-110484,123617-167620,123617-86518,123617-151903",2,0.9805970149253732,117.5,60000,124.82445085107555,121.14925398001115,91.85206301544112,160.9699569924014,27.375463030385156,0.1342514962024623,160.9699569924014,109.84,109.84,9,0,0,-14.98445085107555,-11.30925398001115,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,33,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-103587,123617-12539",1,0.0,119.0,59800,124.90607346609386,121.65932744693532,93.36253837237308,160.95489974337622,27.321376063102655,0.118835376800192,160.95489974337622,120.34,120.34,9,0,0,-4.5660734660938544,-1.3193274469353184,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_389383,"123617-12548,123617-129471,123617-86080,123617-138820,123617-55050,123617-110484,123617-167620,123617-86518,123617-151903",2,0.3955223880597014,117.9,59300,124.327918157626,120.6246970597953,93.5941950231178,160.89799352244597,27.57088086087111,0.1343163867893079,160.89799352244597,102.14,102.14,9,0,0,-22.187918157626,-18.484697059795295,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Quentin Johnston,Dalton Schultz,RJ Harvey,New York Giants,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-120639,123617-55042,123617-12543",2,0.992537313432836,117.5,60000,122.93212102817866,118.4405372217202,90.42408135687086,160.85503576972957,28.95914094436029,0.1551007267476687,160.85503576972957,115.08,115.08,9,0,0,-7.852121028178658,-3.3605372217202074,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,child_125059,"123617-12537,123617-6654,123617-86080,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-151903",1,0.0,118.89999999999998,59900,124.59520290555064,121.18939279076372,92.02116275374884,160.81415933693222,27.562935619158345,0.1235648539707656,160.81415933693222,106.22,106.22,9,0,0,-18.375202905550637,-14.96939279076372,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,35,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",1,0.0,119.29999999999998,60000,125.37853952756616,121.80781478485537,93.58742102439378,160.80952695082695,27.756508627626165,0.1286445925391648,160.80952695082695,128.78,128.78,9,0,0,3.4014604724338398,6.972185215144634,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,New Orleans Saints,child_899717,"123617-12542,123617-102965,123617-86080,123617-138820,123617-55050,123617-152647,123617-167620,123617-103539,123617-86312",3,2.4549208537138307,117.0,59900,124.3489049799006,120.78181250611026,92.53874857642602,160.80697462902316,27.870727367029136,0.1279870606466547,160.80697462902316,120.54,120.54,9,0,0,-3.808904979900589,-0.24181250611025007,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Denver Broncos,36,"123617-138820,123617-55050,123617-151966,123617-90573,123617-103539,123617-110484,123617-103619,123617-86080,123617-12531",2,0.956716417910448,117.5,60000,125.01252131419618,121.18540696515944,92.8316878263948,160.79325714050887,27.511613305079333,0.1391090484806344,160.79325714050887,102.66,102.66,9,0,0,-22.35252131419618,-18.525406965159448,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,37,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.29999999999998,59900,125.5803837127459,122.440660013313,93.56587937783412,160.77869631825678,27.741561686761266,0.1131776118044296,160.77869631825678,112.54,112.54,9,0,0,-13.040383712745893,-9.900660013313,True,False,False
Drake Maye,De'Von Achane,TreVeyon Henderson,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,38,"123617-138820,123617-152316,123617-152647,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,0.4373134328358209,117.9,60000,124.34910704155774,121.11374869534754,92.51153212648502,160.77602449080413,27.473151318786577,0.1177643696082952,160.77602449080413,125.38,125.38,9,0,0,1.0308929584422515,4.266251304652457,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,child_168585,"123617-12542,123617-6654,123617-86080,123617-138820,123617-55050,123617-110484,123617-90573,123617-103539,123617-86518",1,0.0,120.39999999999998,59800,123.7709263820756,120.19334636537366,91.21451285426596,160.76895918280746,27.73635996690748,0.1289852028517941,160.76895918280746,103.22,103.22,9,0,0,-20.550926382075602,-16.973346365373658,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Seattle Seahawks,39,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-103587,123617-12550",2,0.4194029850746268,117.89999999999998,60000,124.53632063503215,120.92606344079556,93.04997156112174,160.6988053234957,27.44887273791143,0.1315266105354568,160.6988053234957,130.94,130.94,9,0,0,6.403679364967843,10.013936559204438,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Arizona Cardinals,40,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-103587,123617-12546",2,0.4432835820895522,117.89999999999998,59900,124.05480195303748,120.8096808284321,91.5042027141492,160.66463166045955,27.780944041407988,0.1168110457214292,160.66463166045955,112.78,112.78,9,0,0,-11.274801953037482,-8.029680828432106,True,False,False
