name,position,team,game,salary,value,ceilingValue,consensus,p90,p10,mu,sigma_lower,sigma_upper,floorVariance,ceilingVariance,varianceSource,fpProjPts,espnScoreProjection,espnLowScore,espnHighScore,espnOutsideProjection,espnSimulationProjection,projTeamPts,projOppPts,tdOdds,tdProbability,espnId,injury
xavier smith,WR,LAR,SEA@LAR,4200,0.33,0.752,1.4,3.16,0.88,0.33647223662121284,0.35868990689671865,0.6355596218123726,0.3688407230803515,1.2304197946060706,FALLBACK,1.4,,,,,,25.75,22.75,+6000,1.64,4386544,: 
devontez walker,WR,BAL,BAL@CLE,4100,0.44,0.71,1.8,2.91,1.09,0.5877866649021191,0.3938176358223341,0.37557686163633097,0.3688407230803515,1.2304197946060706,FALLBACK,1.8,,,,,,23.00,15.50,+4000,2.44,4696882,: 
jalen tolbert,WR,DAL,DAL@LV,4800,0.31,0.708,1.5,3.4,0.95,0.4054651081081644,0.3586111522406123,0.6377016092988326,0.3688407230803515,1.2304197946060706,FALLBACK,1.5,,,,,,26.50,23.00,+5000,1.96,4249417,: 
bo melton,WR,GB,GB@NYG,4000,0.35,0.647,1.4,2.59,0.88,0.33647223662121284,0.3584930351580013,0.47855266036578986,0.3688407230803515,1.2304197946060706,FALLBACK,1.4,,,,,,24.25,17.25,+4000,2.44,4259305,: 
savion williams,WR,GB,GB@NYG,4600,0.33,0.602,1.5,2.77,0.95,0.4054651081081644,0.35855947381690845,0.47725491374342816,0.3688407230803515,1.2304197946060706,FALLBACK,1.5,,,,,,24.25,17.25,+4500,2.17,4431487,Q: Foot
adam thielen,WR,MIN,CHI@MIN,4500,0.27,0.6,1.2,2.7,0.76,0.1823215567939546,0.3587465167158318,0.6340162482566191,0.3688407230803515,1.2304197946060706,FALLBACK,1.2,,,,,,25.25,22.25,+7000,1.41,16460,: 
brian thomas,WR,JAC,LAC@JAC,6700,0.24,0.533,1.6,3.57,1.01,0.4700036292457356,0.35909364931166454,0.6259520397190136,0.3688407230803515,1.2304197946060706,FALLBACK,1.6,,,,,,,,0,0,4432773,Q: Ankle
konata mumpfield,WR,LAR,SEA@LAR,4300,0.23,0.526,1,2.26,0.63,0,0.3586529896619776,0.6364324880193399,0.3688407230803515,1.2304197946060706,FALLBACK,1,,,,,,25.75,22.75,+5500,1.79,4710855,: 
kameron johnson,WR,TB,TB@BUF,4700,0.19,0.526,0.9,2.47,0.6,-0.10536051565782628,0.32035356166424456,0.788921312882197,0.3688407230803515,1.2304197946060706,FALLBACK,0.9,,,,,,20.25,26.25,+8000,1.23,5097554,: 
jamari thrash,WR,CLE,BAL@CLE,4400,0.23,0.509,1,2.24,0.66,0,0.32028218068888153,0.6299003822782245,0.3688407230803515,1.2304197946060706,FALLBACK,1,,,,,,15.50,23.00,+6500,1.52,4428678,: 
austin trammell,WR,JAC,LAC@JAC,4200,0.21,0.486,0.9,2.04,0.57,-0.10536051565782628,0.35855947381690834,0.6384840060774873,0.3688407230803515,1.2304197946060706,FALLBACK,0.9,,,,,,,,+4500,2.17,4244856,: 
liljordan humphrey,WR,DEN,KC@DEN,4200,0.07,0.198,0.3,0.83,0.2,-1.2039728043259361,0.32021572840874163,0.7917683073662796,0.3688407230803515,1.2304197946060706,FALLBACK,0.3,,,,,,20.50,25.00,+5500,1.79,4039057,: 
malachi corley,WR,CLE,BAL@CLE,4200,0.05,0.107,0.2,0.45,0.13,-1.6094379124341003,0.32035356166424445,0.6285607363353125,0.3688407230803515,1.2304197946060706,FALLBACK,0.2,,,,,,15.50,23.00,+8000,1.23,4613104,: 
