QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,total_salary,strategy,anchor_player,mean,median,std,p10,p80,p90,cvar_score
Sam Darnold,De'Von Achane,Christian McCaffrey,Stefon Diggs,Wan'Dale Robinson,Troy Franklin,Evan Engram,Tre Tucker,Seattle Seahawks,27,"123617-138820,123617-55050,123617-63589,123617-25079,123617-103539,123617-151903,123617-103619,123617-12550,123617-41872",59700,qb_anchor,Sam Darnold,125.39,124.11,18.52,105.2,137.49,147.13,153.06
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,8,"123617-138820,123617-55050,123617-152647,123617-30231,123617-103539,123617-90561,123617-151789,123617-172699,123617-12538",59400,qb_anchor,Jacoby Brissett,127.08,123.99,17.05,106.68,142.34,149.85,153.03
Daniel Jones,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Tre Tucker,Jerry Jeudy,Hunter Henry,TreVeyon Henderson,Los Angeles Rams,15,"123617-138820,123617-55050,123617-152647,123617-63519,123617-103539,123617-103619,123617-90561,123617-40845,123617-12538",59900,qb_anchor,Daniel Jones,125.48,122.62,17.51,104.17,139.72,148.54,152.52
Daniel Jones,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Hunter Henry,TreVeyon Henderson,Los Angeles Rams,19,"123617-138820,123617-55050,123617-152647,123617-63519,123617-103539,123617-90561,123617-40845,123617-151789,123617-12538",59600,qb_anchor,Daniel Jones,124.81,122.29,17.71,104.75,140.59,149.52,152.38
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Darnell Washington,TreVeyon Henderson,Los Angeles Rams,44,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-90561,123617-151789,123617-133477,123617-12538",59500,qb_anchor,Matthew Stafford,125.02,121.6,17.62,106.13,138.99,150.08,152.14
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Kyle Pitts Sr.,TreVeyon Henderson,Denver Broncos,42,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-90561,123617-151789,123617-86080,123617-12531",60000,qb_anchor,Matthew Stafford,125.81,123.98,17.35,105.98,139.56,149.34,151.9
Baker Mayfield,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Tyler Lockett,Gabe Davis,Harold Fannin Jr.,TreVeyon Henderson,Seattle Seahawks,57,"123617-138820,123617-55050,123617-41535,123617-152647,123617-103539,123617-27050,123617-172699,123617-12550,123617-94534",60000,qb_anchor,Baker Mayfield,122.89,119.5,18.96,103.19,133.24,145.66,151.88
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,40,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-90561,123617-151789,123617-172699,123617-12538",59800,qb_anchor,Matthew Stafford,125.64,123.64,16.72,105.22,139.02,149.96,151.87
C.J. Stroud,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Darnell Mooney,Jerry Jeudy,Hunter Henry,TreVeyon Henderson,Los Angeles Rams,21,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-69777,123617-90561,123617-40845,123617-12538",60000,qb_anchor,C.J. Stroud,125.54,123.1,16.67,106.23,138.54,147.56,151.1
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Ricky Pearsall,Adonai Mitchell,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,5,"123617-138820,123617-55050,123617-152647,123617-30231,123617-103539,123617-102796,123617-151789,123617-172699,123617-12538",59900,qb_anchor,Jacoby Brissett,126.29,124.54,16.26,107.34,138.46,146.79,151.06
Justin Herbert,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Pat Bryant,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,47,"123617-138820,123617-55050,123617-69189,123617-152647,123617-103539,123617-90561,123617-155551,123617-172699,123617-12538",60000,qb_anchor,Justin Herbert,123.26,120.22,18.0,103.27,137.04,147.48,151.0
Daniel Jones,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Tre Tucker,Kayshon Boutte,Brenton Strange,TreVeyon Henderson,Los Angeles Rams,16,"123617-138820,123617-55050,123617-152647,123617-63519,123617-103539,123617-103619,123617-119653,123617-103587,123617-12538",59800,qb_anchor,Daniel Jones,124.22,121.14,17.4,105.35,137.37,147.0,150.84
C.J. Stroud,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Darnell Mooney,Tre Tucker,Evan Engram,TreVeyon Henderson,Los Angeles Rams,20,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-69777,123617-103619,123617-41872,123617-12538",59700,qb_anchor,C.J. Stroud,124.97,121.53,16.94,105.84,138.99,145.56,150.83
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Kyle Pitts Sr.,TreVeyon Henderson,Los Angeles Rams,41,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-90561,123617-151789,123617-86080,123617-12538",59800,qb_anchor,Matthew Stafford,124.96,123.03,16.43,106.03,138.51,149.61,150.54
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Ricky Pearsall,Jerry Jeudy,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,6,"123617-138820,123617-55050,123617-152647,123617-30231,123617-103539,123617-102796,123617-90561,123617-172699,123617-12538",60000,qb_anchor,Jacoby Brissett,126.97,126.29,15.97,108.08,140.23,148.15,150.39
Baker Mayfield,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Tre Tucker,Hunter Henry,Kayshon Boutte,Seattle Seahawks,58,"123617-138820,123617-55050,123617-41535,123617-103539,123617-151903,123617-103619,123617-119653,123617-40845,123617-12550",59700,qb_anchor,Baker Mayfield,123.16,121.03,17.63,103.22,138.22,148.63,150.19
Baker Mayfield,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jayden Higgins,Adonai Mitchell,Darnell Washington,TreVeyon Henderson,Los Angeles Rams,59,"123617-138820,123617-55050,123617-41535,123617-152647,123617-103539,123617-147315,123617-151789,123617-133477,123617-12538",59900,qb_anchor,Baker Mayfield,122.9,120.27,17.9,103.97,133.83,144.07,149.95
Justin Herbert,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Tyler Lockett,Adonai Mitchell,Evan Engram,TreVeyon Henderson,Los Angeles Rams,49,"123617-138820,123617-55050,123617-69189,123617-152647,123617-103539,123617-27050,123617-151789,123617-41872,123617-12538",59900,qb_anchor,Justin Herbert,122.53,120.74,18.08,101.94,134.71,145.15,149.87
C.J. Stroud,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Darnell Mooney,Tre Tucker,Brenton Strange,TreVeyon Henderson,Los Angeles Rams,22,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-69777,123617-103619,123617-103587,123617-12538",59900,qb_anchor,C.J. Stroud,125.15,123.03,16.3,106.11,138.68,146.58,149.7
Daniel Jones,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Tre Tucker,Darius Slayton,Brenton Strange,TreVeyon Henderson,Los Angeles Rams,18,"123617-138820,123617-55050,123617-152647,123617-63519,123617-103539,123617-103619,123617-63819,123617-103587,123617-12538",59700,qb_anchor,Daniel Jones,123.88,122.0,16.65,104.9,136.49,145.5,149.65
Justin Herbert,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Adonai Mitchell,Pat Bryant,Harold Fannin Jr.,TreVeyon Henderson,Los Angeles Rams,48,"123617-138820,123617-55050,123617-69189,123617-152647,123617-103539,123617-151789,123617-155551,123617-172699,123617-12538",59900,qb_anchor,Justin Herbert,122.58,120.99,17.56,102.23,135.53,145.06,149.55
Justin Herbert,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Jerry Jeudy,Adonai Mitchell,Evan Engram,TreVeyon Henderson,Los Angeles Rams,46,"123617-138820,123617-55050,123617-69189,123617-152647,123617-103539,123617-90561,123617-151789,123617-41872,123617-12538",59900,qb_anchor,Justin Herbert,123.34,120.64,17.31,103.48,136.66,143.73,149.07
Sam Darnold,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Harold Fannin Jr.,RJ Harvey,Seattle Seahawks,25,"123617-138820,123617-55050,123617-63589,123617-103539,123617-86518,123617-110484,123617-151903,123617-172699,123617-12550",60000,qb_anchor,Sam Darnold,124.25,122.31,16.5,105.79,134.65,146.47,148.79
Sam Darnold,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Quentin Johnston,Hunter Henry,RJ Harvey,Seattle Seahawks,29,"123617-138820,123617-55050,123617-63589,123617-103539,123617-110484,123617-151903,123617-120639,123617-40845,123617-12550",60000,qb_anchor,Sam Darnold,123.28,121.31,15.81,104.18,136.07,145.42,147.12
Justin Herbert,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Cooper Kupp,Adonai Mitchell,Evan Engram,TreVeyon Henderson,Los Angeles Rams,45,"123617-138820,123617-55050,123617-69189,123617-152647,123617-103539,123617-79970,123617-151789,123617-41872,123617-12538",59900,qb_anchor,Justin Herbert,121.54,118.69,16.35,103.8,133.57,142.72,146.32
