QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,total_salary,strategy,anchor_player,mean,median,std,p10,p80,p90,cvar_score,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Cooper Kupp,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,36,"123617-138820,123617-55050,123617-152647,123617-30231,123617-90573,123617-151903,123617-79970,123617-86080,123617-12539",60000,qb_anchor,Jacoby Brissett,125.58905907495836,121.8120458147108,27.867540866771595,94.14980453762644,144.52010098064497,160.48951190919288,167.12490012576754,106.74,106.74,9,0,0,-18.84905907495836,-15.072045814710805,True,False,False
Jaxson Dart,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,58,"123617-138820,123617-152647,123617-151966,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",59800,qb_anchor,Jaxson Dart,126.61406315166916,123.69511107044792,27.80323811453848,95.26615621660876,147.7063693483425,160.44650216023103,166.95226329205997,104.86,104.86,9,0,0,-21.754063151669158,-18.835111070447923,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Courtland Sutton,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,1,"123617-138820,123617-55050,123617-152316,123617-57403,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",59900,qb_anchor,Drake Maye,124.79390392709524,118.4764409673017,26.580974075874444,96.37324707496136,147.03131416559836,161.72878146100896,166.7839869962633,125.38,125.38,9,0,0,0.586096072904752,6.903559032698297,True,False,False
Daniel Jones,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,48,"123617-138820,123617-152647,123617-63519,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",60000,qb_anchor,Daniel Jones,126.76035188559976,123.36392629968245,27.31945289128295,96.63917811735963,147.77487604032362,162.07107570910898,166.53673517346158,111.24000000000001,111.24000000000001,9,0,0,-15.520351885599752,-12.123926299682438,True,False,False
Daniel Jones,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,45,"123617-138820,123617-152647,123617-63519,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",59400,qb_anchor,Daniel Jones,125.06571240031728,121.1952706015252,27.577204028157105,96.09830247224424,143.02082888588643,162.49585365901996,166.25183532518864,103.54,103.54,9,0,0,-21.525712400317275,-17.65527060152519,True,False,False
Josh Allen,De'Von Achane,Woody Marks,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,6,"123617-62239,123617-138820,123617-90573,123617-103539,123617-138774,123617-110484,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Josh Allen,124.60571845575994,120.41029768525271,27.52193738422856,94.18768332586907,144.31883838630333,157.08704124375163,166.16295262653225,102.22,102.22,9,0,0,-22.385718455759942,-18.190297685252716,True,False,False
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Jerry Jeudy,Dalton Schultz,RJ Harvey,New York Giants,5,"123617-62239,123617-138820,123617-55050,123617-90573,123617-110484,123617-151903,123617-90561,123617-55042,123617-12543",59900,qb_anchor,Josh Allen,122.750147052289,119.53219817535792,26.62437684159941,94.40048635047904,142.53256029702908,160.04337152189308,164.74459188374462,98.91999999999999,98.91999999999999,9,0,0,-23.830147052289007,-20.612198175357932,True,False,False
Drake Maye,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Jayden Higgins,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,3,"123617-138820,123617-152316,123617-45889,123617-152647,123617-103539,123617-110484,123617-147315,123617-86080,123617-12539",60000,qb_anchor,Drake Maye,123.74849318543664,119.67607275112148,26.51911243152977,97.12886984746372,139.38412468628036,158.56392493940726,164.56307911146376,131.08,131.08,9,0,0,7.331506814563369,11.403927248878531,True,False,False
Daniel Jones,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,46,"123617-138820,123617-152647,123617-63519,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12548",59500,qb_anchor,Daniel Jones,124.50919348625196,120.82072214635708,26.669133270600604,96.64075774446115,144.3072183912433,159.6714498383813,164.48153977322815,101.44,101.44,9,0,0,-23.06919348625196,-19.380722146357087,True,False,False
Sam Darnold,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,30,"123617-138820,123617-55050,123617-152647,123617-63589,123617-90573,123617-151903,123617-103619,123617-86080,123617-12539",60000,qb_anchor,Sam Darnold,124.54161277514568,120.1052453570268,27.02165148891536,96.59534684744598,142.7085865649502,157.08168384650077,164.44362518183112,85.82,85.82,9,0,0,-38.72161277514569,-34.28524535702681,False,False,True
Drake Maye,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,0,"123617-138820,123617-152316,123617-45889,123617-152647,123617-103539,123617-110484,123617-103619,123617-86080,123617-12539",60000,qb_anchor,Drake Maye,124.64260482293848,121.768575472611,26.216587780824668,96.26255298446937,141.32016169345172,158.62390739133932,164.2967898730298,125.58000000000001,125.58000000000001,9,0,0,0.9373951770615321,3.8114245273890077,True,False,False
Sam Darnold,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,32,"123617-138820,123617-55050,123617-152647,123617-63589,123617-167620,123617-151903,123617-86312,123617-86080,123617-12539",60000,qb_anchor,Sam Darnold,123.58068496278266,119.05739034058875,27.204290452586,95.08586387394853,144.09269360160877,155.47298912411844,164.26067948126845,103.42,103.42,9,0,0,-20.160684962782653,-15.637390340588752,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Courtland Sutton,Wan'Dale Robinson,Troy Franklin,Dalton Schultz,RJ Harvey,Miami Dolphins,4,"123617-138820,123617-55050,123617-152316,123617-57403,123617-103539,123617-110484,123617-151903,123617-55042,123617-12539",60000,qb_anchor,Drake Maye,123.75890550396446,119.98398730713424,25.37022284273612,96.65598934024534,144.68825065905023,160.02451071782565,163.4619815777945,122.67999999999999,122.67999999999999,9,0,0,-1.0789055039644637,2.69601269286575,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,24,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",59600,qb_anchor,Bo Nix,123.81761270030802,118.54083665142846,25.484177561465135,95.85758653771497,142.9012321618251,157.34051851058663,162.92498582382967,122.04,122.04,9,0,0,-1.777612700308012,3.4991633485715425,True,False,False
Jaxson Dart,De'Von Achane,TreVeyon Henderson,Alec Pierce,Tre Tucker,Cooper Kupp,Trey McBride,RJ Harvey,Los Angeles Chargers,57,"123617-138820,123617-91750,123617-152647,123617-151966,123617-110484,123617-86312,123617-103619,123617-79970,123617-12548",59800,qb_anchor,Jaxson Dart,121.8974772057986,118.2534170710796,27.193498116670476,94.38937151219694,140.76787372278963,152.96714668960593,162.8037696357761,115.16000000000001,115.16000000000001,9,0,0,-6.737477205798584,-3.0934170710795854,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,13,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-151903,123617-103619,123617-86080,123617-12539",60000,qb_anchor,Matthew Stafford,125.16659634313032,121.7219995027267,25.40326003257068,96.38878547004884,145.7054430481969,158.2010718321049,162.7960839920962,97.71999999999998,97.71999999999998,9,0,0,-27.446596343130338,-24.00199950272672,True,False,False
Josh Allen,De'Von Achane,Christian McCaffrey,Troy Franklin,Cooper Kupp,Jerry Jeudy,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,9,"123617-62239,123617-138820,123617-55050,123617-110484,123617-151903,123617-79970,123617-90561,123617-86080,123617-12548",59600,qb_anchor,Josh Allen,120.93424825419451,115.41166152746244,25.899390926549824,93.70357653111822,137.8195532805761,156.14962155884916,162.22862245128672,106.02,106.02,9,0,0,-14.914248254194518,-9.391661527462446,True,False,False
Jacoby Brissett,Christian McCaffrey,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,38,"123617-55050,123617-45889,123617-152647,123617-30231,123617-90573,123617-110484,123617-103619,123617-86080,123617-12539",59800,qb_anchor,Jacoby Brissett,123.04699619863936,118.1441914792984,26.48972161926599,95.23621963363202,138.75449433404174,152.53047825334926,161.99889168962898,120.34,120.34,9,0,0,-2.7069961986393594,2.195808520701604,True,False,False
Jaxson Dart,De'Von Achane,TreVeyon Henderson,Wan'Dale Robinson,Troy Franklin,Cooper Kupp,Brock Bowers,RJ Harvey,Los Angeles Chargers,56,"123617-138820,123617-152647,123617-151966,123617-151794,123617-103539,123617-110484,123617-151903,123617-79970,123617-12548",59900,qb_anchor,Jaxson Dart,122.90818558346164,118.38698773068596,26.57928815525267,94.7466132999176,142.85423989529576,153.53922493687892,161.783761123296,107.96000000000001,107.96000000000001,9,0,0,-14.948185583461637,-10.426987730685951,True,False,False
Josh Allen,De'Von Achane,Woody Marks,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,8,"123617-62239,123617-138820,123617-167620,123617-103539,123617-138774,123617-110484,123617-151903,123617-86080,123617-12548",59800,qb_anchor,Josh Allen,123.09561295529852,119.9672534686696,26.105873765438965,95.36374989168336,142.10046296754754,151.7383133095038,161.76683156730851,107.52000000000001,107.52000000000001,9,0,0,-15.57561295529851,-12.447253468669587,True,False,False
Baker Mayfield,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,17,"123617-138820,123617-41535,123617-152647,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Baker Mayfield,122.85411995887976,122.16282726432505,26.2384338728882,93.85418959531462,143.4856226619839,154.61834192134162,161.49543996649973,95.96000000000001,95.96000000000001,9,0,0,-26.894119958879756,-26.202827264325038,True,False,False
Daniel Jones,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,47,"123617-138820,123617-55050,123617-63519,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",59700,qb_anchor,Daniel Jones,123.98609971859278,120.85588787866666,24.515806010704363,93.35633626333396,141.70783636179834,154.47767194997814,161.31643619323015,117.74000000000001,117.74000000000001,9,0,0,-6.246099718592774,-3.115887878666655,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,2,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",59700,qb_anchor,Drake Maye,124.4031031096323,120.97342909182387,24.12746958898511,97.46410754186658,144.6258081990798,156.53675554792667,161.28405379432155,111.17999999999999,111.17999999999999,9,0,0,-13.223103109632305,-9.793429091823882,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Jayden Higgins,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,11,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-151903,123617-147315,123617-86080,123617-12539",60000,qb_anchor,Matthew Stafford,124.27248470562844,119.99872337497342,24.768077299539357,97.35870112045592,145.80912533834262,153.4960992469698,161.1437866553627,103.21999999999998,103.21999999999998,9,0,0,-21.05248470562846,-16.77872337497344,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,Breece Hall,Los Angeles Chargers,29,"123617-138820,123617-55050,123617-103064,123617-90573,123617-129471,123617-151903,123617-103619,123617-86080,123617-12548",59900,qb_anchor,C.J. Stroud,123.89454699329605,120.84367538481088,24.146831003276347,98.56023103108524,146.08704970463864,155.8669834940949,161.01487864215056,94.24,94.24,9,0,0,-29.65454699329605,-26.603675384810884,False,False,True
Jacoby Brissett,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Cooper Kupp,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,37,"123617-138820,123617-45889,123617-152647,123617-30231,123617-103539,123617-110484,123617-79970,123617-86080,123617-12548",59900,qb_anchor,Jacoby Brissett,122.75321647154222,118.9722403954876,25.969363152390788,94.60152020426465,142.45377041442086,153.58647246823264,160.64166092136423,126.14000000000001,126.14000000000001,9,0,0,3.386783528457798,7.167759604512412,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,12,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",60000,qb_anchor,Matthew Stafford,124.23234177014652,121.20590758116748,23.651658252146262,96.0320429177654,144.49777663336528,155.04695826815467,160.4430418181477,120.52,120.52,9,0,0,-3.712341770146523,-0.6859075811674842,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,14,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",59800,qb_anchor,Matthew Stafford,124.89933034051438,122.78883126024388,23.855533387929924,96.60508434772387,144.6554946741669,154.3312233826138,160.31106110088513,114.62,114.62,9,0,0,-10.279330340514377,-8.168831260243877,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,20,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Bo Nix,124.6276687816874,121.57156094240597,23.64578834237726,97.96809122108604,143.06191520147772,154.61142910474965,160.20969944066587,118.44000000000001,118.44000000000001,9,0,0,-6.1876687816873925,-3.1315609424059545,True,False,False
Sam Darnold,De'Von Achane,TreVeyon Henderson,Davante Adams,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,34,"123617-138820,123617-45889,123617-152647,123617-63589,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",59900,qb_anchor,Sam Darnold,121.42779815787132,117.61949628068942,26.167550913646107,94.1994434847586,139.7760342549567,152.80544594794108,159.8725482568567,113.72000000000001,113.72000000000001,9,0,0,-7.707798157871309,-3.899496280689405,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Jakobi Meyers,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,10,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-63634,123617-86080,123617-12548",59900,qb_anchor,Matthew Stafford,123.3439750007652,121.5517605661266,23.369178419962015,94.90240370215352,142.67419497798554,158.38219409173442,159.86049821337554,119.12,119.12,9,0,0,-4.2239750007651935,-2.4317605661265986,True,False,False
Sam Darnold,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,33,"123617-138820,123617-45889,123617-152647,123617-63589,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",59700,qb_anchor,Sam Darnold,122.09478672823916,118.3267609166984,25.646954797892608,93.63270843831675,139.92919874879348,154.8468748253254,159.64544188334088,107.82000000000001,107.82000000000001,9,0,0,-14.27478672823915,-10.506760916698397,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Chimere Dike,Kyle Pitts Sr.,Breece Hall,Los Angeles Chargers,28,"123617-138820,123617-55050,123617-103064,123617-90573,123617-129471,123617-151903,123617-129112,123617-86080,123617-12548",59900,qb_anchor,C.J. Stroud,123.24202318574602,119.303783302171,23.6930884124323,97.84530795798808,140.50380329154964,155.4002195393246,159.44157934857267,90.13999999999999,90.13999999999999,9,0,0,-33.102023185746035,-29.163783302171012,False,False,True
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,21,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12548",59900,qb_anchor,Bo Nix,123.24400016566544,119.1636294119429,23.280182427964196,94.89416366879207,142.35217512412663,153.73384639248815,159.08114335914905,112.54,112.54,9,0,0,-10.704000165665434,-6.6236294119429004,True,False,False
Justin Herbert,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,Tony Pollard,Los Angeles Chargers,52,"123617-138820,123617-55050,123617-69189,123617-90573,123617-167620,123617-86312,123617-63759,123617-86080,123617-12548",60000,qb_anchor,Justin Herbert,122.237759290741,119.43540087777784,23.777850019407214,94.64130825926016,140.31365961946526,153.8913801185639,159.05482870164874,108.24,108.24,9,0,0,-13.997759290741001,-11.195400877777843,True,False,False
Josh Allen,De'Von Achane,Woody Marks,Michael Wilson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,7,"123617-62239,123617-138820,123617-89612,123617-138774,123617-86518,123617-110484,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Josh Allen,119.93091476303243,114.8954457727326,25.068621882751387,93.6529581017344,137.3637917989565,151.4780258066995,158.76794593320568,95.92,95.92,9,0,0,-24.01091476303243,-18.9754457727326,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,Breece Hall,Los Angeles Chargers,27,"123617-138820,123617-55050,123617-103064,123617-129471,123617-167620,123617-151903,123617-86312,123617-86080,123617-12548",59900,qb_anchor,C.J. Stroud,122.933619180933,119.17755048467906,22.60333606634929,96.91116778619562,142.36104106545386,158.25696917956014,158.00404386703678,111.84,111.84,9,0,0,-11.09361918093299,-7.337550484679056,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,Woody Marks,Los Angeles Chargers,22,"123617-138820,123617-55050,123617-102965,123617-167620,123617-138774,123617-86518,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Bo Nix,121.14934359503154,117.02622719651804,22.4670335847925,96.34664393264076,138.4956818360582,151.1917516912232,156.30756648963518,100.04,100.04,9,0,0,-21.109343595031532,-16.98622719651803,True,False,False
Justin Herbert,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,Woody Marks,New York Giants,50,"123617-138820,123617-55050,123617-69189,123617-90573,123617-167620,123617-138774,123617-86312,123617-86080,123617-12543",59800,qb_anchor,Justin Herbert,121.20388358459746,118.15126251922582,22.825269141407325,97.06232883180346,139.67516637628052,149.28860219947043,155.67208460267642,104.64,104.64,9,0,0,-16.563883584597463,-13.511262519225824,True,False,False
Justin Herbert,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Devin Neal,New York Giants,51,"123617-138820,123617-55050,123617-69189,123617-90573,123617-167620,123617-151903,123617-154971,123617-86080,123617-12543",59700,qb_anchor,Justin Herbert,120.8553701790182,117.13055202130394,22.560178055006475,95.11740968211735,139.78233674018264,150.95088309987895,155.24354530351175,93.14,93.14,9,0,0,-27.715370179018194,-23.99055202130394,False,False,True
Jaxson Dart,De'Von Achane,Woody Marks,Davante Adams,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,59,"123617-138820,123617-45889,123617-151966,123617-167620,123617-103539,123617-138774,123617-110484,123617-86080,123617-12548",59900,qb_anchor,Jaxson Dart,121.2709398662625,118.0448669343854,21.67956472563213,94.9723920896914,141.91386149102863,153.12791400101705,154.4942415669396,120.06000000000002,120.06000000000002,9,0,0,-1.2109398662624784,2.01513306561462,True,False,False
Bo Nix,De'Von Achane,Woody Marks,Davante Adams,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,23,"123617-138820,123617-45889,123617-102965,123617-167620,123617-103539,123617-138774,123617-110484,123617-86080,123617-12548",59800,qb_anchor,Bo Nix,120.42159187995166,116.44465638548472,21.81393255169192,96.08401339970524,140.24343974373332,150.36350688285532,154.30104055399926,126.94000000000001,126.94000000000001,9,0,0,6.518408120048349,10.495343614515292,True,False,False
Justin Herbert,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Dalton Schultz,Woody Marks,New York Giants,53,"123617-138820,123617-55050,123617-69189,123617-90573,123617-167620,123617-138774,123617-86312,123617-55042,123617-12543",59900,qb_anchor,Justin Herbert,120.16888516146668,117.6252981929183,22.04252571608054,96.65221743355272,136.5916272837493,150.53004166946283,153.5694527447119,101.94,101.94,9,0,0,-18.22888516146668,-15.685298192918296,True,False,False
