QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,89,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,0.99,118.89999999999998,60000,125.63469422818258,122.0693505267259,93.1891788464925,162.2678528819202,27.44461255417481,0.1299105131988584,162.2678528819202,130.64,130.64,9,0,0,5.0053057718174045,8.570649473274088,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,15,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,119.59999999999998,59900,125.37664274293914,122.25028927992336,93.15965222270646,162.13848098943097,27.229970556799735,0.1148129578948476,162.13848098943097,119.64,119.64,9,0,0,-5.736642742939139,-2.6102892799233643,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,4,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",1,0.0,120.1,60000,126.22848515959384,122.75245292714112,93.74728535692483,162.02532539910425,27.564169356553567,0.1261069102968007,162.02532539910425,123.84000000000002,123.84000000000002,9,0,0,-2.3884851595938272,1.0875470728588965,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,8,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",1,0.0,119.89999999999998,60000,125.7985895543816,122.88251194609892,93.47647907222132,161.9658069165277,27.236908016718857,0.1070634598645589,161.9658069165277,102.92,102.92,9,0,0,-22.878589554381605,-19.962511946098914,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12534",1,0.0,120.59999999999998,60000,125.20596139331786,122.0360944276456,92.89961194992708,161.81819459853034,27.831582407435235,0.1138946007189811,161.81819459853034,112.08,112.08,9,0,0,-13.125961393317866,-9.956094427645596,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,41,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",2,0.51,119.29999999999998,60000,125.43189017768456,122.32123655421816,92.70884293990198,161.72014995585025,28.41444719228921,0.1094743671209104,161.72014995585025,117.44000000000001,117.44000000000001,9,0,0,-7.991890177684553,-4.881236554218148,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,190,"123617-138820,123617-55050,123617-151966,123617-167620,123617-86518,123617-110484,123617-151903,123617-103587,123617-12548",3,2.9067768184276703,117.6,60000,124.76145502252032,122.16986065831868,92.38947587543684,161.70827742480515,27.834286465112605,0.0931079863480574,161.70827742480515,105.96,105.96,9,0,0,-18.80145502252033,-16.20986065831869,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,11,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.79999999999998,60000,126.230114753158,122.28968962274678,94.12507209824794,161.5851211160633,27.359872714021215,0.1440220563742553,161.5851211160633,106.64,106.64,9,0,0,-19.590114753158005,-15.649689622746777,True,False,False
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,47,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",2,0.5700000000000001,119.1,59900,126.18563533902665,122.8926010947212,93.43502364756569,161.4693539402798,28.57954636015011,0.1152234609607765,161.4693539402798,115.54000000000002,115.54000000000002,9,0,0,-10.645635339026626,-7.35260109472118,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.7,60000,125.65632644030092,122.32500712801996,94.21105847045943,161.45474237556112,27.224257457994433,0.1223658466138521,161.45474237556112,114.36000000000001,114.36000000000001,9,0,0,-11.296326440300902,-7.965007128019948,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",2,0.65,119.09999999999998,60000,124.57282218460642,121.18579419688513,92.0702926222706,161.42894010559212,27.934903118982533,0.1212471714433737,161.42894010559212,106.32,106.32,9,0,0,-18.25282218460643,-14.865794196885133,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,6,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,119.89999999999998,59900,125.10155696844367,121.55653651094872,92.94432216921636,161.33203663803565,27.91059989713886,0.1270134096207068,161.33203663803565,105.77999999999999,105.77999999999999,9,0,0,-19.321556968443687,-15.77653651094873,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,5,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12537",1,0.0,120.0,59900,125.33798623812964,121.73906252974378,93.23782796262653,161.31273036189353,27.667981510658542,0.1300753980553095,161.31273036189353,106.22,106.22,9,0,0,-19.117986238129646,-15.519062529743778,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Washington Commanders,mutated_851123,"123617-90573,123617-167620,123617-103539,123617-138820,123617-55050,123617-110484,123617-86080,123617-151966,123617-12552",1,0.0,119.79999999999998,59800,124.39879149956448,120.8466262514154,91.19494454240584,161.21168592275944,28.320504180687223,0.1254273308655087,161.21168592275944,105.96000000000001,111.26,8,1,0,-13.138791499564476,-9.586626251415396,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Hunter Henry,RJ Harvey,Los Angeles Chargers,195,"123617-138820,123617-55050,123617-151966,123617-90573,123617-86518,123617-110484,123617-103619,123617-40845,123617-12548",3,1.6479673654651752,117.6,59900,125.3636090542,121.84745791996455,93.5999425121538,161.19012694631098,27.394144462064876,0.1283541137451676,161.19012694631098,98.36,98.36,9,0,0,-27.0036090542,-23.487457919964555,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,44,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12539",2,0.54,119.2,59900,125.23819524311116,122.38659731278752,93.29917797581504,161.0746770516233,26.98971482591406,0.1056549855645634,161.0746770516233,119.61999999999999,119.61999999999999,9,0,0,-5.618195243111174,-2.7665973127875247,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,18,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12546",1,0.0,119.59999999999998,60000,124.7735951589231,121.79550373173628,92.4163853978626,161.06788523516786,27.53261740061666,0.1081659394693113,161.06788523516786,101.28,101.28,9,0,0,-23.4935951589231,-20.515503731736274,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,7,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",1,0.0,119.9,60000,125.0268578224004,121.83684723763454,92.0627795610166,161.06173598697367,28.42864183780448,0.1122111496907235,161.06173598697367,125.92,125.92,9,0,0,0.8931421775996,4.083152762365458,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,97,"123617-138820,123617-55050,123617-90573,123617-129471,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,1.07,118.89999999999998,60000,125.17009724230252,121.9597915404784,93.60763280685518,161.02022100627258,27.177274208903043,0.1181246388856933,161.02022100627258,118.84,118.84,9,0,0,-6.330097242302514,-3.1197915404784027,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Brenton Strange,RJ Harvey,New York Giants,91,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-103587,123617-12543",2,1.01,118.9,60000,124.019457418718,121.20419183788944,91.40982540846744,160.9996906330366,27.515058925869635,0.1023172651897056,160.9996906330366,108.32000000000001,108.32000000000001,9,0,0,-15.699457418717998,-12.884191837889432,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,16,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.59999999999998,60000,126.0070951362918,122.59901990529082,93.79970073584307,160.983660246582,27.668185231853588,0.1231766811752211,160.983660246582,120.52,120.52,9,0,0,-5.487095136291799,-2.0790199052908207,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Cleveland Browns,43,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",2,0.53,119.2,60000,124.63404206150456,121.36255739068469,93.64608667755012,160.9748026750283,26.67003035604122,0.1226652023693263,160.9748026750283,110.04,110.04,9,0,0,-14.594042061504553,-11.322557390684679,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,13,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-86518,123617-151903,123617-86080,123617-12534",1,0.0,119.7,60000,124.767384155737,121.32923689682548,92.5957820008185,160.96361850129418,27.812438139335043,0.123619052802457,160.96361850129418,92.64,92.64,9,0,0,-32.127384155737005,-28.689236896825477,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,child_720749,"123617-90573,123617-167620,123617-103539,123617-138820,123617-55050,123617-110484,123617-86080,123617-102965,123617-12542",2,0.51,119.29999999999998,59700,124.41228979884713,121.08139800097452,92.4652006841069,160.96346360635908,27.639217864427145,0.1205132436891275,160.96346360635908,119.84000000000002,119.84000000000002,9,0,0,-4.572289798847109,-1.241398000974499,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,20,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12534",2,0.3,119.5,60000,124.9259444491431,121.63040421452943,92.94442290388778,160.95109908483408,27.924742043431387,0.1180150645434108,160.95109908483408,119.78,119.78,9,0,0,-5.1459444491431015,-1.8504042145294335,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Woody Marks,Miami Dolphins,163,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-138774,123617-86518,123617-86080,123617-12539",3,2.3151203499358877,117.7,60000,123.9368973143246,120.49066522754325,91.87135302848372,160.9495979621045,28.20196212196628,0.1221983091771165,160.9495979621045,100.02000000000001,100.02000000000001,9,0,0,-23.916897314324586,-20.470665227543236,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,99,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12525",2,1.09,118.9,59900,124.60277728286094,121.27590003466558,92.88960779033772,160.90208917686044,27.256122627400643,0.1220598136306754,160.90208917686044,112.26,112.26,9,0,0,-12.342777282860936,-9.015900034665577,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,3,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,120.2,59900,125.22195477973835,121.98791311544922,93.52372849121956,160.87391337132388,27.33451952325207,0.1183134630019056,160.87391337132388,109.02000000000001,109.02000000000001,9,0,0,-16.201954779738344,-12.967913115449207,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,child_503042,"123617-90573,123617-103539,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-152316,123617-12537",3,1.9642401998523524,117.59999999999998,59800,125.19335778301785,122.64062272600364,92.83090466928942,160.86137072983925,27.942091677932055,0.0913580517320501,160.86137072983925,109.17999999999999,109.17999999999999,9,0,0,-16.013357783017852,-13.460622726003649,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Tennessee Titans,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12534",2,0.4399999999999999,119.29999999999998,59900,124.04372396906558,121.2114301522353,91.39447831492488,160.8325457583829,27.717116776331444,0.1021857302000789,160.8325457583829,122.38,122.38,9,0,0,-1.663723969065586,1.1685698477647009,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,child_791583,"123617-90573,123617-57403,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-102965,123617-12539",2,0.81,119.0,59600,124.38697771538617,121.37632129045672,91.9853232488282,160.80001655898113,27.744514383123928,0.1085135743720461,160.80001655898113,123.94,123.94,9,0,0,-0.4469777153861685,2.5636787095432823,True,False,False
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,140,"123617-138820,123617-152316,123617-152647,123617-167620,123617-103539,123617-110484,123617-151903,123617-103587,123617-12548",3,1.744848416372081,117.8,60000,124.98115673598844,121.71430397720312,93.2193145184985,160.7564867770655,27.853552504379127,0.1172867539345902,160.7564867770655,113.48,113.48,9,0,0,-11.501156735988431,-8.234303977203112,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,child_848389,"123617-167620,123617-86518,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-6654,123617-12539",2,0.65,119.09999999999998,59700,124.26552426518408,120.96857285092248,92.27449684172238,160.74254452850937,27.62969230437114,0.1193263890868595,160.74254452850937,108.72,108.72,9,0,0,-15.545524265184085,-12.248572850922486,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,child_277896,"123617-90573,123617-167620,123617-103619,123617-138820,123617-55050,123617-152647,123617-86080,123617-102965,123617-12534",2,0.8,119.0,59900,124.89315486021628,121.52151046039656,93.27841302989968,160.72232997849608,27.762295389358208,0.1214468887580568,160.72232997849608,102.84,102.84,9,0,0,-22.05315486021628,-18.681510460396552,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_496037,"123617-90573,123617-167620,123617-103539,123617-138820,123617-55050,123617-110484,123617-86080,123617-89951,123617-12534",2,0.91,118.9,59100,123.74502814380948,119.94323164210022,91.96035009000131,160.68632896211344,27.986726766947765,0.135842841978905,160.68632896211344,117.06000000000002,117.06000000000002,9,0,0,-6.685028143809461,-2.883231642100199,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,77,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-103619,123617-86080,123617-12539",2,0.8700000000000001,119.0,60000,124.69052755344066,121.46227000433656,93.17538435730512,160.54838780679083,27.405043893632374,0.1177979338998324,160.54838780679083,103.14,103.14,9,0,0,-21.55052755344066,-18.32227000433656,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,60,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",2,0.7,119.09999999999998,59900,124.62765386246195,120.91034028741184,92.80565148315392,160.5410026851608,27.464404464787737,0.1353502341482086,160.5410026851608,123.47999999999999,123.47999999999999,9,0,0,-1.147653862461965,2.569659712588148,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Quentin Johnston,Kyle Pitts Sr.,TreVeyon Henderson,New York Giants,114,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-103539,123617-120639,123617-86080,123617-12543",3,1.7596919329227134,118.1,60000,123.46895649830677,120.57973638508967,91.35055277247304,160.51477100768335,27.460876912472877,0.10521223056445,160.51477100768335,104.24,104.24,9,0,0,-19.228956498306772,-16.33973638508968,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Hunter Henry,RJ Harvey,Los Angeles Chargers,child_584593,"123617-90573,123617-167620,123617-103619,123617-138820,123617-55050,123617-110484,123617-40845,123617-129471,123617-12548",2,0.3299999999999999,119.5,59700,124.41720856678164,121.10943445747452,92.79776027686674,160.47496962490138,27.43730974883075,0.1205575232990204,160.47496962490138,104.64,104.64,9,0,0,-19.77720856678164,-16.46943445747452,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,78,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",2,0.8799999999999999,119.0,59900,124.83898238174582,121.07504687028668,93.27138944125647,160.45015694804133,27.27136488281984,0.1380178633387838,160.45015694804133,118.86,118.86,9,0,0,-5.978982381745823,-2.2150468702866846,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Washington Commanders,child_891686,"123617-90573,123617-167620,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-151966,123617-12552",1,0.0,119.79999999999998,59600,124.08878616814502,120.3125201147076,91.64610599607931,160.4486012505205,28.053123382355416,0.1346112517300861,160.4486012505205,102.16,107.46,8,1,0,-16.628786168145027,-12.852520114707602,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,92,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",2,1.02,118.89999999999998,59900,125.17328172157292,121.83439735006324,93.98692889485484,160.4200154987546,27.17547472864643,0.1228638838824072,160.4200154987546,114.22,114.22,9,0,0,-10.953281721572921,-7.614397350063243,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_468668,"123617-167620,123617-151903,123617-86312,123617-138820,123617-55050,123617-110484,123617-86080,123617-151966,123617-12548",1,0.0,119.59999999999998,59500,124.46665767789604,121.28377478418844,93.04435753813806,160.39285927211506,27.265413936166315,0.1167370097941426,160.39285927211506,120.46,120.46,9,0,0,-4.006657677896044,-0.8237747841884442,True,False,False
