QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,7,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.7,60000,125.69703985910054,122.29376646253773,94.41499325020038,161.56918797486856,26.646740585474298,0.1277181869822385,161.56918797486856
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,156,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,119.29999999999998,60000,125.03679318804535,122.23334444755193,94.00225310187966,160.52069607609042,27.19983560390366,0.10306859134439318,160.52069607609042
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Hunter Henry,RJ Harvey,Miami Dolphins,300,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-103619,123617-40845,123617-12539",2,0.9208955223880596,117.59999999999998,59800,125.11365716160444,122.17302622367718,92.16568581610316,161.2650510497723,28.537450102920296,0.10304462828044794,161.2650510497723
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Rams,37,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12538",1,0.0,119.09999999999998,60000,125.39768823972857,122.14340783653165,93.53101956621923,161.8407957331161,27.523762571484646,0.11823530284948894,161.8407957331161
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,154,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",1,0.0,119.29999999999998,60000,125.30389390352806,122.10758867486297,94.52054519276011,160.76853383655967,27.02529444680809,0.11827087527043045,160.76853383655967
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,189,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",1,0.0,119.0,59900,124.72704474164789,122.0985665270917,93.43480951613073,159.1356979786401,26.73886610504142,0.09830178303860841,159.1356979786401
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,2,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,120.5,60000,125.02675051325129,122.0391991803595,93.09633614894446,160.67561496787695,27.12030500057959,0.11015920849075761,160.67561496787695
Jaxson Dart,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Seattle Seahawks,578,"123617-138820,123617-152647,123617-151966,123617-167620,123617-103539,123617-110484,123617-151903,123617-40845,123617-12550",3,1.507786504282155,117.0,60000,124.95790538616892,122.02524869109554,92.49981858037326,162.04134198400666,28.121404895256415,0.1042855684485402,162.04134198400666
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Seattle Seahawks,216,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-103587,123617-12550",2,0.4194029850746268,117.89999999999998,60000,124.64436855480544,122.00262714998311,93.28201658852775,160.50643773373216,26.90731969404889,0.09817928485112555,160.50643773373216
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,38,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",1,0.0,119.89999999999998,60000,124.79729669503855,121.99788964243977,92.76427526323795,160.2575950910154,26.634336823263396,0.10510519076088568,160.2575950910154
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,32,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12550",1,0.0,118.99999999999996,59900,124.80801581656448,121.97527248782718,93.66824231812573,160.5739405903969,27.024686768603846,0.1048205795313142,160.5739405903969
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,164,"123617-138820,123617-55050,123617-102965,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",1,0.0,119.2,60000,125.21797889469396,121.94815769694341,93.49560162700013,162.46208839476125,27.910842027311823,0.11715236661620242,162.46208839476125
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,171,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.09999999999998,59900,125.36178560614357,121.93361602549527,93.24226707249304,162.06863899290894,28.207151225646495,0.12153547705772366,162.06863899290894
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,1,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12534",1,0.0,120.59999999999998,60000,125.16995762123618,121.84733842272269,92.99798622494521,161.6133758002115,27.414330695191428,0.12120008456366554,161.6133758002115
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,49,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",1,0.0,119.89999999999998,60000,125.3597578532028,121.77969210055932,93.26116121561127,161.48538527022708,27.62835123135799,0.12957942088777732,161.48538527022708
Tyrod Taylor,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,14,"123617-138820,123617-55050,123617-90573,123617-14377,123617-103539,123617-110484,123617-151903,123617-86080,123617-12550",1,0.0,118.09999999999998,60000,124.55574238981333,121.77890318283747,93.39661892964803,159.664600110996,26.174299608581975,0.10609029653138839,159.664600110996
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,60,"123617-138820,123617-6654,123617-152647,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,134.7,59900,124.84586319228126,121.76588909703418,92.52739885136116,160.7531749200824,27.731575670796683,0.11106379716066811,160.7531749200824
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,5,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,119.3,59900,125.22137398282621,121.74864518766346,93.88680207577005,160.62100738655874,27.365343341519672,0.12690243830757292,160.62100738655874
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Alec Pierce,Parker Washington,Kyle Pitts Sr.,TreVeyon Henderson,Los Angeles Chargers,497,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-86312,123617-137516,123617-86080,123617-12548",3,2.801202344877968,117.1,60000,123.65654342616338,121.74518845787084,92.44909776034885,157.71149247825534,26.299826145997777,0.07267557426737614,157.71149247825534
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Atlanta Falcons,94,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",1,0.0,130.1,60000,125.14845905536832,121.7445170803576,93.67768578307778,162.546138081093,27.627617370409475,0.12320794549067818,162.546138081093
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,161,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",1,0.0,119.29999999999998,60000,124.83912283072782,121.73904072135619,92.61928361250594,161.6145217269495,27.997173139609785,0.11072839725328193,161.6145217269495
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,56,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-86518,123617-151903,123617-86080,123617-12534",1,0.0,139.60000000000002,60000,124.96478444701829,121.61218288032168,93.04583897121273,161.6465936930414,27.694619270800487,0.1210560626927045,161.6465936930414
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Cleveland Browns,44,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",1,0.0,119.2,60000,124.43229693478646,121.6033389393578,92.68370417619562,159.96910544413953,26.723112077598262,0.10586184674950923,159.96910544413953
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Alec Pierce,Tre Tucker,Brenton Strange,RJ Harvey,Los Angeles Chargers,227,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-86312,123617-103619,123617-103587,123617-12548",2,0.4850746268656716,117.79999999999998,59900,124.22346208172691,121.58900891367811,92.66450090606925,159.1991538843339,26.802728858011655,0.09829048310733196,159.1991538843339
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,176,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",1,0.0,119.09999999999998,60000,124.91397253220777,121.58087548476692,92.93568113799661,161.1206433920366,27.54637183325272,0.12099949378514097,161.1206433920366
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,TreVeyon Henderson,Las Vegas Raiders,201,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-151903,123617-40845,123617-12537",2,0.3298507462686567,118.2,60000,124.44199476733078,121.56193208052564,92.67688645921051,160.1015412254663,27.006349311647504,0.10664391005129342,160.1015412254663
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Brenton Strange,RJ Harvey,Los Angeles Rams,427,"123617-138820,123617-55050,123617-151966,123617-90573,123617-103539,123617-110484,123617-86312,123617-103587,123617-12538",3,1.9803959652053864,117.2,60000,124.2362422997962,121.5613876374065,91.98963599217466,158.3610853794354,27.990580401281044,0.09556267230054599,158.3610853794354
Drake Maye,De'Von Achane,TreVeyon Henderson,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,219,"123617-138820,123617-152316,123617-152647,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,0.4373134328358209,117.9,60000,124.47077325776272,121.54618346012708,92.36209458900066,159.79588210998244,27.59697663370831,0.10597500720652837,159.79588210998244
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,New Orleans Saints,542,"123617-138820,123617-55050,123617-152647,123617-151966,123617-167620,123617-103539,123617-86312,123617-86080,123617-12542",3,2.6571794575038563,117.0,60000,124.92621141473717,121.54018759785592,92.38663525976045,160.8804037027902,28.399642943466194,0.1192276897150307,160.8804037027902
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Denver Broncos,306,"123617-138820,123617-55050,123617-151966,123617-90573,123617-103539,123617-110484,123617-103619,123617-86080,123617-12531",2,0.956716417910448,117.5,60000,124.42106496810813,121.52644158002397,92.05512928964677,159.75051149152821,27.77199063023051,0.10422815658497615,159.75051149152821
Bo Nix,De'Von Achane,Christian McCaffrey,Courtland Sutton,Wan'Dale Robinson,Troy Franklin,Dalton Schultz,RJ Harvey,Los Angeles Chargers,287,"123617-138820,123617-55050,123617-102965,123617-57403,123617-103539,123617-110484,123617-151903,123617-55042,123617-12548",2,0.8432835820895521,117.6,59900,123.67615467596042,121.4881291454634,92.62052600766208,157.93450771662282,26.253837755013677,0.08334116904791068,157.93450771662282
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Houston Texans,40,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12556",1,0.0,118.89999999999998,60000,124.51421766036049,121.47838406592112,92.26635321321396,159.92027001408428,27.49249989180538,0.11042406497723586,159.92027001408428
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,194,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,118.89999999999998,59900,124.51989965090644,121.46436570487096,93.8588943417947,158.85959057946357,26.490725113234955,0.11534353752019098,158.85959057946357
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,173,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12537",1,0.0,119.1,59900,124.59769224491683,121.44810157380546,92.18404241464158,160.6869002166826,27.645598781112554,0.11392738120988598,160.6869002166826
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Arizona Cardinals,183,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-86518,123617-110484,123617-40845,123617-12546",1,0.0,119.0,60000,124.7233001685146,121.44485804056535,92.98098836002269,160.1472215682558,27.56398613392443,0.11893933308558367,160.1472215682558
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Dalton Schultz,RJ Harvey,Arizona Cardinals,305,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-110484,123617-55042,123617-12546",2,0.9507462686567164,117.5,60000,124.32377642307198,121.43223525210647,91.99910919259466,160.29651144963483,27.247506626895966,0.1061213126969671,160.29651144963483
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,43,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",1,0.0,119.5,60000,125.24216217662266,121.43094302707635,92.7161404811584,163.07718939399243,28.079980041362365,0.1357272741623143,163.07718939399243
Cam Ward,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,17,"123617-138820,123617-55050,123617-90573,123617-167620,123617-103539,123617-168356,123617-110484,123617-86080,123617-12548",1,0.0,117.4,59800,124.2673050392943,121.38364293631126,92.43779875825493,160.20831685294377,26.91176837693692,0.10715245696950573,160.20831685294377
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,165,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-86312,123617-86080,123617-12548",1,0.0,119.2,60000,124.61043997288748,121.37886374543572,93.40230187134968,160.5171470288249,27.790862596653778,0.11628196916208204,160.5171470288249
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Tony Pollard,Seattle Seahawks,317,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-151903,123617-63759,123617-86080,123617-12550",2,1.0223880597014927,117.5,60000,124.10267399170007,121.34951336065892,91.451575471788,160.45512014522836,28.045430334108797,0.09816788682656676,160.45512014522836
Sam Darnold,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,8,"123617-138820,123617-55050,123617-63589,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,118.29999999999998,60000,124.47244811229412,121.329236704462,92.7232219714439,159.7681250982892,27.11755970811575,0.11591055543583485,159.7681250982892
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,65,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12539",1,0.0,132.2,60000,124.94610236777517,121.325109150031,92.92396160188063,161.77578935447605,27.795021764407256,0.13027488333831824,161.77578935447605
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Minnesota Vikings,51,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12540",1,0.0,119.89999999999998,60000,124.71359010658344,121.3167609722299,92.66385408591432,160.5696887732227,26.893048365052877,0.12630881736589103,160.5696887732227
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Atlanta Falcons,160,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12525",1,0.0,119.29999999999998,60000,124.11461778952277,121.25862337710879,92.18287856051683,158.76312655425397,27.14292045155267,0.1052206013539197,158.76312655425397
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Denver Broncos,296,"123617-138820,123617-55050,123617-129471,123617-167620,123617-103539,123617-110484,123617-151903,123617-40845,123617-12531",2,0.8970149253731343,117.6,60000,124.46777399749965,121.25024475737077,93.10747351930988,160.2628802054527,27.223468380619654,0.11818954128634973,160.2628802054527
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,158,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",1,0.0,119.29999999999998,60000,124.63875003216334,121.22948894171225,91.98916649182975,162.51730598630502,29.557364724798845,0.1153438786642133,162.51730598630502
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,185,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12525",1,0.0,119.0,60000,124.5250462296008,121.22599345146847,91.72294662596937,161.49430794117035,28.21302909817194,0.1169336609214392,161.49430794117035
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Brenton Strange,RJ Harvey,Los Angeles Chargers,252,"123617-138820,123617-55050,123617-90573,123617-129471,123617-57403,123617-103539,123617-110484,123617-103587,123617-12548",2,0.6343283582089552,117.7,60000,124.37782047336766,121.21397753326957,93.2305996302312,158.98354503868393,26.43258243714876,0.11969481028276596,158.98354503868393
Jaxson Dart,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,335,"123617-138820,123617-152647,123617-151966,123617-90573,123617-167620,123617-86518,123617-110484,123617-86080,123617-12538",3,1.6327877317604251,117.4,60000,124.36503065527673,121.20433561003298,92.37797288391974,160.92437128898055,27.411801505247034,0.11530417089291767,160.92437128898055
C.J. Stroud,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Courtland Sutton,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,382,"123617-138820,123617-152647,123617-90573,123617-129471,123617-167620,123617-57403,123617-110484,123617-86080,123617-12550",3,1.980085497033794,117.29999999999998,60000,123.82218832429386,121.19914142971541,93.02080242592999,157.8227609378192,26.682126843578438,0.0983072642580491,157.8227609378192
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,86,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,132.4,60000,124.36156970654622,121.18409959238878,92.30092418627717,160.50090147583296,28.162092662045648,0.11282791205497858,160.50090147583296
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Tyler Warren,RJ Harvey,Las Vegas Raiders,386,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-137530,123617-110484,123617-151903,123617-12537",3,2.4153465799371148,117.29999999999998,59900,123.88835908531824,121.1831158486028,92.14588077987102,159.57062071414188,26.722886858944236,0.10123319576193143,159.57062071414188
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,162,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12539",1,0.0,119.2,59900,124.5267533865351,121.17737647151861,93.03175417396231,161.63264920950843,27.308404459150296,0.12265004057731421,161.63264920950843
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,180,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",1,0.0,119.0,59900,124.91026542873867,121.17626193411121,92.15416855401666,162.1277030903029,27.97714164977285,0.133466225441146,162.1277030903029
